group	fraction_aag_like_cds	fraction_aag_like_3utr
other	0.1714285714285714	0.7714285714285715
other	0.7142857142857143	0.2857142857142857
low_clip_control	1.0	0.0
other	0.2105263157894736	0.7894736842105263
other	0.5652173913043478	0.0869565217391304
functional_target	0.4523809523809524	0.3095238095238095
other	0.875	0.0
low_clip_control	0.7272727272727273	0.0909090909090909
low_clip_control	0.8571428571428571	0.1428571428571428
low_clip_control	0.6590909090909091	0.3409090909090909
low_clip_control	0.6470588235294118	0.2352941176470588
